Date,US_THB,US_AUD,US_JPY
13-Jul-11,30.07,1.0763,78.99
14-Jul-11,30.06,1.0741,79.11
15-Jul-11,30.06,1.0656,79.03
18-Jul-11,30.01,1.0565,79.1
19-Jul-11,29.88,1.0699,78.91
20-Jul-11,29.88,1.0727,78.76
21-Jul-11,29.87,1.0837,78.47
22-Jul-11,29.76,1.0851,78.44
25-Jul-11,29.73,1.0853,78.31
26-Jul-11,29.68,1.0942,78.04
27-Jul-11,29.73,1.1026,77.99
28-Jul-11,29.7,1.1025,77.87
29-Jul-11,29.74,1.1001,77.18
1-Aug-11,29.73,1.093,76.87
2-Aug-11,29.74,1.084,77.13
3-Aug-11,29.74,1.0721,76.87
4-Aug-11,29.84,1.0516,79.01
5-Aug-11,29.86,1.038,78.48
8-Aug-11,29.87,1.0351,77.53
9-Aug-11,29.91,1.0192,77.16
10-Aug-11,29.88,1.021,76.41
11-Aug-11,29.96,1.0269,76.68
12-Aug-11,29.96,1.0352,76.79
15-Aug-11,29.84,1.0478,76.73
16-Aug-11,29.83,1.0491,76.76
17-Aug-11,29.83,1.0543,76.46
18-Aug-11,29.88,1.0393,76.52
19-Aug-11,29.81,1.0444,76.46
22-Aug-11,29.82,1.0417,76.77
23-Aug-11,29.83,1.051,76.59
24-Aug-11,29.91,1.0471,76.78
25-Aug-11,29.99,1.0457,77.38
26-Aug-11,29.96,1.0573,76.62
29-Aug-11,29.97,1.0619,76.96
30-Aug-11,29.99,1.0676,76.75
31-Aug-11,29.94,1.0702,76.5
1-Sep-11,29.95,1.075,76.81
2-Sep-11,29.89,1.0677,76.79
5-Sep-11, , , 
6-Sep-11,29.95,1.051,77.48
7-Sep-11,29.98,1.0614,77.39
8-Sep-11,30.01,1.063,77.43
9-Sep-11,30.06,1.0446,77.31
12-Sep-11,30.15,1.0312,77.15
13-Sep-11,30.17,1.032,76.88
14-Sep-11,30.27,1.0234,76.71
15-Sep-11,30.32,1.0313,76.7
16-Sep-11,30.33,1.038,76.89
19-Sep-11,30.54,1.0217,76.48
20-Sep-11,30.38,1.0293,76.52
21-Sep-11,30.56,1.0209,76.38
22-Sep-11,30.78,0.9764,76.31
23-Sep-11,30.91,0.9784,76.3
26-Sep-11,31.15,0.9751,76.35
27-Sep-11,30.85,0.9962,76.6
28-Sep-11,31.03,0.9895,76.51
29-Sep-11,31.17,0.9818,76.68
30-Sep-11,31.15,0.9744,77.04
3-Oct-11,31.11,0.9647,76.66
4-Oct-11,31.24,0.9453,76.86
5-Oct-11,31.17,0.9624,76.86
6-Oct-11,31.02,0.9699,76.64
7-Oct-11,30.87,0.9843,76.77
10-Oct-11, , , 
11-Oct-11,30.92,0.9978,76.66
12-Oct-11,30.8,1.0166,77.3
13-Oct-11,30.87,1.0147,76.88
14-Oct-11,30.77,1.0296,77.36
17-Oct-11,30.61,1.0241,76.8
18-Oct-11,30.73,1.022,76.75
19-Oct-11,30.71,1.0272,76.79
20-Oct-11,30.99,1.0187,76.91
21-Oct-11,30.94,1.033,76.1
24-Oct-11,30.81,1.0454,76.1
25-Oct-11,30.8,1.0447,75.88
26-Oct-11,30.77,1.0348,76.05
27-Oct-11,30.49,1.0686,75.8
28-Oct-11,30.48,1.0707,75.72
31-Oct-11,30.69,1.061,77.97
1-Nov-11,30.88,1.0302,78.28
2-Nov-11,30.72,1.0366,78.04
3-Nov-11,30.68,1.0352,77.96
4-Nov-11,30.65,1.0358,78.17
7-Nov-11,30.65,1.0339,78.06
8-Nov-11,30.66,1.0332,77.79
9-Nov-11,30.71,1.0199,77.77
10-Nov-11,30.81,1.0137,77.58
11-Nov-11, , , 
14-Nov-11,30.78,1.0193,77.02
15-Nov-11,30.82,1.0144,76.99
16-Nov-11,30.82,1.0137,77.02
17-Nov-11,30.89,1.0056,76.98
18-Nov-11,31,1.0036,76.93
21-Nov-11,31.22,0.9842,76.97
22-Nov-11,31.2,0.9831,77.07
23-Nov-11,31.35,0.9686,77.41
24-Nov-11, , , 
25-Nov-11,31.38,0.9737,77.66
28-Nov-11,31.3,0.9924,78.05
29-Nov-11,31.23,1.0018,77.86
30-Nov-11,30.88,1.0244,77.58
1-Dec-11,30.81,1.0227,77.6
2-Dec-11,30.81,1.0221,77.88
5-Dec-11,30.75,1.0298,77.77
6-Dec-11,30.84,1.0227,77.73
7-Dec-11,30.75,1.0268,77.69
8-Dec-11,30.77,1.0187,77.67
9-Dec-11,30.9,1.019,77.58
12-Dec-11,31.19,1.0059,77.87
13-Dec-11,31.19,1.0097,77.86
14-Dec-11,31.33,0.9904,78.08
15-Dec-11,31.42,0.9936,77.87
16-Dec-11,31.31,0.9962,77.65
19-Dec-11,31.29,0.9915,77.96
20-Dec-11,31.23,1.0069,77.76
21-Dec-11,31.27,1.007,78
22-Dec-11,31.24,1.014,78.13
23-Dec-11,31.27,1.0148,78.13
26-Dec-11, , , 
27-Dec-11,31.43,1.016,77.83
28-Dec-11,31.59,1.0092,77.98
29-Dec-11,31.76,1.0134,77.71
30-Dec-11,31.51,1.0251,76.98
2-Jan-12, , , 
3-Jan-12,31.29,1.038,76.67
4-Jan-12,31.5,1.0348,76.68
5-Jan-12,31.62,1.0253,77.18
6-Jan-12,31.7,1.0235,77.06
9-Jan-12,31.78,1.0215,76.88
10-Jan-12,31.62,1.0323,76.84
11-Jan-12,31.75,1.0295,76.9
12-Jan-12,31.76,1.0311,76.76
13-Jan-12,31.81,1.0292,76.9
16-Jan-12, , , 
17-Jan-12,31.76,1.0395,76.8
18-Jan-12,31.74,1.0395,76.81
19-Jan-12,31.62,1.0417,77.23
20-Jan-12,31.5,1.0471,76.97
23-Jan-12,31.35,1.0534,76.92
24-Jan-12,31.36,1.047,77.78
25-Jan-12,31.57,1.0481,78.13
26-Jan-12,31.23,1.0651,77.47
27-Jan-12,31.05,1.0645,76.68
30-Jan-12,31.14,1.059,76.28
31-Jan-12,30.97,1.0598,76.34
1-Feb-12,30.93,1.07,76.11
2-Feb-12,30.87,1.0718,76.13
3-Feb-12,30.88,1.0762,76.54
6-Feb-12,30.93,1.0743,76.54
7-Feb-12,30.85,1.0798,76.88
8-Feb-12,30.76,1.0785,76.9
9-Feb-12,30.72,1.0806,77.42
10-Feb-12,30.84,1.0676,77.57
13-Feb-12,30.72,1.0741,77.52
14-Feb-12,30.83,1.0691,78.39
15-Feb-12,30.77,1.0742,78.22
16-Feb-12,30.82,1.0759,78.77
17-Feb-12,30.81,1.0695,79.33
20-Feb-12, , , 
21-Feb-12,30.68,1.0692,79.73
22-Feb-12,30.54,1.0629,80.3
23-Feb-12,30.29,1.0688,80.21
24-Feb-12,30.31,1.0707,80.88
27-Feb-12,30.39,1.0764,80.42
28-Feb-12,30.3,1.0765,80.44
29-Feb-12,30.46,1.0777,81.1
1-Mar-12,30.5,1.0803,81.16
2-Mar-12,30.58,1.0747,81.56
5-Mar-12,30.66,1.0668,81.43
6-Mar-12,30.84,1.0551,80.86
7-Mar-12,30.7,1.0583,81.06
8-Mar-12,30.56,1.0618,81.5
9-Mar-12,30.56,1.059,82.59
12-Mar-12,30.63,1.049,82.21
13-Mar-12,30.58,1.054,82.66
14-Mar-12,30.79,1.0446,83.78
15-Mar-12,30.72,1.0528,83.28
16-Mar-12,30.72,1.0584,83.34
19-Mar-12,30.69,1.0608,83.31
20-Mar-12,30.77,1.0485,83.62
21-Mar-12,30.76,1.0439,83.62
22-Mar-12,30.8,1.037,82.5
23-Mar-12,30.71,1.0456,82.35
26-Mar-12,30.68,1.0511,82.84
27-Mar-12,30.71,1.049,83.15
28-Mar-12,30.79,1.0369,82.74
29-Mar-12,30.91,1.0326,82.28
30-Mar-12,30.82,1.0367,82.41
2-Apr-12,30.81,1.0426,82.16
3-Apr-12,30.8,1.0372,82.18
4-Apr-12,31.01,1.0255,82.62
5-Apr-12,30.97,1.0303,82.33
6-Apr-12,30.97,1.0311,81.56
9-Apr-12,30.93,1.0319,81.36
10-Apr-12,30.98,1.0262,80.94
11-Apr-12,30.87,1.0295,80.88
12-Apr-12,30.74,1.0441,80.87
13-Apr-12,30.73,1.0372,80.99
